+	mag	Mæg	mag
+	and	and	and
+	min	min	min|ic
+	se	se	se
-	leof	leofesta	None
+	fæder	fæder	fæder
+	nu	nu	nu
+	þin	þin	þu|þin
+	mildheortness	mildheortnesse	mildheortness|mildheortnes
+	ic	me	me|ic
+	leaf	leafe	leaf
+	sellan	sealde	sellan
+	þæt	þæt	þæt|se
+	ic	ic	ic
+	self	silf	self
+	motan	moste	motan
-	ceosan	ceosan	None
+	hwilc	hwilcne	hwilc
+	wer	wer	wer
+	ic	ic	ic
+	willan	wolde	willan
+	ic	ic	ic
-	secgan	secge	secg
+	þu	ðe	þu|þe|ðe
+	to	to	toh|to
-	soþ	soðan	soð
+	se	þone	se
+	forliðan	forlidenan	forliðan|forliden
+	mann	man	munan|mann|man
+	ic	ic	ic
+	willan	wille	willan
+	and	And	and
+	gif	gif	gif
+	þu	ðu	þu
+	wundrian	wundrige	wundrian
+	þæt	þæt	þæt|se
+	swa	swa	swa
+	sceamfæst	scamfæst	sceamfæst
+	fæmne	fæmne	fæmne
+	swa	swa	swa
+	unforwandigendlice	unforwandigendlice	unforwandigendlice
+	þes	ðas	þes|se
+	word	word	word
+	awritan	awrat	awritan
+	þonne	þonne	þonne|se
+	witan	wite	wite|witan
+	þu	þu	þu
+	þæt	þæt	þæt|se
+	ic	ic	ic
+	habban	hæbbe	habban
+	þurh	þurh	þurh
+	weax	weax	weaxan|weax
+	abeodan	aboden	abeodan
+	þe	ðe	þu|þe|ðe
+	nan	nane	nan
+	sceamu	scame	sceamu|scamu
+	ne	ne	nesan|neh|ne
+	cunnan	can	сinan|cunnan
+	se	þæt	þæt|se
+	ic	ic	ic
+	self	silf	self
+	þu	ðe	þu|þe|ðe
+	for	for	for|faran
+	sceamu	scame	sceamu|scamu
-	secgan	secgan	None
+	ne	ne	nesan|neh|ne
+	magan	mihte	miht|meaht|magan
+	þa	Ða	þa|se
+	þa	ða	þe|þa|ða|se
+	se	se	se
-	cyning	cyningc	None
+	habban	hæfde	habban
+	se	þæt	þæt|se
+	gewrit	gewrit	gewritan|gewrit
+	oferrædan	oferræd	oferrædan
+	þa	þa	þu|þa|se
+	ne	n	næs|ne
-	witan	iste	None
+	he	he	he
+	hwilc	hwilcne	hwilc
+	forliðan	forlidene	forliðan|forliden
+	heo	heo	heo
+	nemnan	nemde	nemnan
+	beseon	Beseah	beseon
+	þa	ða	þe|þa|ða|se
+	to	to	toh|to
+	se	ðam	ðam|se
+	þri	þrim	þri
+	cniht	cnihtum	cniht
+	and	and	and
-	cweþan	cwæð	cweðan
+	hwilc	Hwilc	hwilc
+	ge	eower	ge|eower
+	wesan	is	wesan|seon|is
+	forliðan	forliden	forliþan|forliðan|forliden
+	þa	Ða	þa|se
-	cweþan	cwæð	cweðan
+	hi	heora	hira|hi|heore
+	an	an	on|an
+	se	se	se
+	hatan	hatte	hatan
+	Ardalius	Ardalius	ardalius
+	ic	Ic	ic
+	wesan	eom	wesan|seon|eoh
+	forliðan	forliden	forliþan|forliðan|forliden
+	se	Se	se
+	oðer	oðer	oðer
+	he	him	him|hi|he
+	andwerdan	andwirde	andwirdan|andwerdan
+	and	and	and
-	cweþan	cwæð	cweðan
+	swigan	Swiga	swigan
+	þu	ðu	þu
+	adl	adl	adl
+	þu	þe	þu|þe|se
+	forniman	fornime	forniman
+	þæt	þæt	þæt|se
+	þu	ðu	þu
+	ne	ne	nesan|neh|ne
+	beon	beo	beon|beo
+	hal	hal	hal
+	ne	ne	nesan|neh|ne
+	gesund	gesund	gesund
+	mid	Mid	mid
+	ic	me	me|ic
+	þu	þu	þu
+	boccræft	boccræft	boccræft
+	leornian	leornodest	leornian
+	and	and	and
+	þu	ðu	þu
+	næfre	næfre	næfre
+	butan	buton	butan
+	se	þare	se
+	ceaster	ceastre	ceaster
+	geat	geate	gietan|geatan|geat
+	fram	fram	fram
+	ic	me	me|ic
+	ne	ne	nesan|neh|ne
+	come	come	cuman|come
+	hwar	Hwar	hwær|hwar
+	gefaran	gefore	gefaran
+	þu	ðu	þu
+	forlidennes	forlidennesse	forlidennes
+	mid	Mid	mid
+	se	ði	se
+	þe	þe	þu|þe|se
+	se	se	se
-	cyning	cyngc	None
+	ne	ne	nesan|neh|ne
+	magan	mihte	miht|meaht|magan
+	findan	findan	findan
+	hwilc	hwilc	hwilc
+	hi	heora	hira|hi|heore
+	forliðan	forliden	forliþan|forliðan|forliden
+	wesan	wære	wære|wær|wesan|seon|beon
+	he	he	he
+	beseon	beseah	beseon
+	to	to	toh|to
+	Apollonius	Apollonio	apollonius
+	and	and	and
-	cweþan	cwæð	cweðan
-	niman	Nim	None
+	þu	ðu	þu
+	Apollonius	Apolloni	apollonius
+	þes	þis	þes
+	gewrit	gewrit	gewritan|gewrit
+	and	and	and
+	rædan	ræd	rædan|ræd
+	hit	hit	hit
+	eaðe	Eaðe	eaðe
+	magan	mæg	mæg|magan
+	gewurðan	gewurðan	gewurðan
+	þæt	þæt	þæt|se
+	þu	þu	þu
+	witan	wite	wite|witan
+	se	þæt	þæt|se
+	ic	ic	ic
+	ne	n	næs|ne
-	witan	at	None
+	þu	ðu	þu
+	þe	ðe	þu|þe|ðe
+	þær	þar	þær
+	andweard	andweard	andweard
+	wesan	wære	wære|wær|wesan|seon|beon
+	þa	Ða	þa|se
+	niman	nam	niman
+	Apollonius	Apollonius	apollonius
+	se	þæt	þæt|se
+	gewrit	gewrit	gewritan|gewrit
+	and	and	and
+	rædan	rædde	rædan
+	and	and	and
+	sona	sona	sona
+	swa	swa	swa
+	he	he	he
+	ongitan	ongeat	ongitan|ongietan
+	þæt	þæt	þæt|se
+	he	he	he
+	gelufian	gelufod	lufian|gelufod|gelufian
+	wesan	wæs	wesan|seon|beon
+	fram	fram	fram
+	se	ðam	ðam|se
-	mægden	mædene	mæden
+	his	his	hit|his|he
+	andwlita	andwlita	andwlita
+	eal	eal	eal
+	areodian	areodode	areodian
+	þa	Ða	þa|se
+	se	se	se
-	cyning	cyngc	None
+	se	þæt	þæt|se
+	geseon	geseah	geseon
+	þa	þa	þu|þa|se
+	niman	nam	niman
+	he	he	he
+	Apollonius	Apollonies	apollonius
+	hand	hand	hand
+	and	and	and
+	he	hine	he
+	hwon	hwon	hwon
+	fram	fram	fram
+	se	þam	þæm|þam|se
+	cniht	cnihtum	cniht
-	gewendan	gewænde	None
+	and	and	and
-	cweþan	cwæð	cweðan
-	witan	Wast	None
+	þu	þu	þu
+	se	þone	se
+	forliðan	forlidenan	forliðan|forliden
+	mann	man	munan|mann|man
+	Apollonius	Apollonius	apollonius
-	cweþan	cwæð	cweðan
+	þu	ðu	þu
+	god	goda	god
+	cyning	cyning	cyning
+	gif	gif	gif
+	þin	þin	þu|þin
+	willa	willa	willian|willa
-	beon	bið	None
+	ic	ic	ic
+	he	hine	he
+	witan	wat	witan
+	þa	Ða	þa|se
+	geseon	geseah	geseon
+	se	se	se
-	cyning	cyngc	None
+	þæt	þæt	þæt|se
+	Apollonius	Apollonius	apollonius
+	mid	mid	mid
+	rose	rosan	rose
+	rudu	rude	rudu|reodan
+	wesan	wæs	wesan|seon|beon
+	eal	eal	eal
+	oferbrædan	oferbræded	oferbrædan
+	þa	þa	þu|þa|se
+	ongitan	ongeat	ongitan|ongietan
+	he	he	he
+	se	þone	se
-	cwide	cwyde	None
+	and	and	and
+	þus	þus	þus
+	cweðan	cwæð	cweðan
+	to	to	toh|to
+	he	him	him|hi|he
-	blissian	Blissa	None
+	blissian	blissa	blissian|bliss
+	Apollonius	Apolloni	apollonius
+	for	for	for|faran
+	se	ðam	ðam|se
+	þe	þe	þu|þe|se
+	min	min	min|ic
+	dohtor	dohtor	dohtor
+	gewilnian	gewilnað	gewilnian
+	se	þæs	se
+	ðe	ðe	þu|þe|ðe
+	min	min	min|ic
+	willa	willa	willian|willa
+	wesan	is	wesan|seon|is
+	ne	Ne	ne
+	magan	mæg	mæg|magan
+	Soðlice	soðlice	soþlice|soðlice
+	on	on	on|an
+	þyslic	þillicon	þyslic
-	þing	þingon	None
+	nan	nan	nan
-	þing	þinc	None
-	geweorþan	gewurðan	gewurðan
+	butan	buton	butan
+	God	Godes	godes|god
+	willa	willan	willan|willa
+	Arcestrates	Arcestrates	arcestrates
+	beseon	beseah	beseon
+	to	to	toh|to
+	se	ðam	ðam|se
+	þri	þrym	þri
+	cniht	cnihtum	cniht
+	and	and	and
-	cweþan	cwæð	cweðan
-	soþ	Soð	None
+	wesan	is	wesan|seon|is
+	þæt	þæt	þæt|se
+	ic	ic	ic
+	ge	eow	ge|eowan|eow
+	ær	ær	ær
+	secgan	sæde	sæd|secgan
+	þæt	þæt	þæt|se
+	ge	ge	ge
+	ne	ne	nesan|neh|ne
+	cuman	comon	cuman
+	on	on	on|an
+	gedafenlic	gedafenlicre	gedafenlic
+	tid	tide	tidan|tid
+	mynre	mynre	mynre|min
+	dohtor	dohtor	dohtor
+	to	to	toh|to
-	biddan	biddanne	None
+	ac	ac	acan|ac
+	þonne	þonne	þonne|se
+	heo	heo	heo
+	magan	mæg	mæg|magan
+	heo	hi	hi|heo
+	fram	fram	fram
+	hire	hyre	hyrian|hyre|hyran|hyr|hire|heo
+	lar	lare	lar
+	geæmtian	geæmtigan	geæmtian
+	þonne	þonne	þonne|se
-	sendan	sænde	None
+	ic	ic	ic
+	ge	eow	ge|eowan|eow
+	word	word	word
+	þa	Ða	þa|se
-	gewendan	gewændon	None
+	hi	hie	hi|heo
+	ham	ham	ham
+	mid	mid	mid
+	þes	þissere	þes
+	andswaru	andsware	andswaru
+	and	And	and
+	Arcestrates	Arcestrates	arcestrates
+	se	se	se
-	cyning	cyngc	None
+	healdan	heold	healdan
+	for	for	for|faran
+	se	ðon	se
+	Apollonius	Apollonius	apollonius
+	hand	hand	hand
+	and	and	and
+	he	hine	he
+	lædan	lædde	lædan
+	ham	ham	ham
+	mid	mid	mid
+	he	him	him|hi|he
+	na	na	na
+	swilce	swilce	swilce
+	he	he	he
+	cuma	cuma	cuma
+	wesan	wære	wære|wær|wesan|seon|beon
+	ac	ac	acan|ac
+	swilce	swilce	swilce
+	he	he	he
+	his	his	hit|his|he
+	aðum	aðum	aðum
+	wesan	wære	wære|wær|wesan|seon|beon
+	þa	Ða	þa|se
+	æt	æt	æt|etan
+	neah	nyxstan	neah
+	forlætan	forlet	forlætan
+	se	se	se
-	cyning	cyng	cyng
+	Apollonius	Apollonius	apollonius
+	hand	hand	hand
+	and	and	and
+	gan	eode	gan|eadan
+	ana	ana	ana|an
+	into	into	into
+	se	ðam	ðam|se
+	bur	bure	bur
+	þær	þar	þær
+	his	his	hit|his|he
+	dohtor	dohtor	dohtor
+	inne	inne	inne
+	wesan	wæs	wesan|seon|beon
+	and	and	and
+	þus	þus	þus
-	cweþan	cwæð	cweðan
-	leof	Leofe	None
+	dohtor	dohtor	dohtor
-	hwa	hwæne	None
+	habban	hafast	hafian|habban
+	þu	þu	þu
+	þu	ðe	þu|þe|ðe
+	gecoren	gecoren	сeosan|geсeosan|gecoren|geceosan|ceosan
+	to	to	toh|to
+	gemæcca	gemæccan	gemæcca
+	se	Ðæt	se
-	mægden	mæden	mæden|mecgan
+	þa	þa	þu|þa|se
-	feallan	feol	feolan
+	to	to	toh|to
+	hyre	hyre	hyrian|hyre|hyran|hyr|hire|heo
+	fæder	fæder	fæder
+	fot	fotum	fot
+	and	and	and
-	cweþan	cwæð	cweðan
+	þu	ðu	þu
+	arfæst	arfæsta	arfæst
+	fæder	fæder	fæder
+	gehyran	gehyr	gehyran
+	þin	þinre	þinne|þin
+	dohtor	dohtor	dohtor
+	willa	willan	willan|willa
+	ic	Ic	ic
+	lufian	lufige	lufian
+	se	þone	se
+	forliðan	forlidenan	forliðan|forliden
+	mann	man	munan|mann|man
+	þe	ðe	þu|þe|ðe
+	wesan	wæs	wesan|seon|beon
+	þurh	þurh	þurh
+	ungelimp	ungelymp	ungelimp
+	beswican	beswicen	beswican
+	ac	ac	acan|ac
+	se	þi	þi|se
+	læs	læs	læs|lesan
+	þe	þe	þu|þe|se
+	þu	þe	þu|þe|se
+	tweonian	tweonige	tweonian
+	se	þare	se
-	spræc	spræce	sprecan
+	Apollonius	Apollonium	apollonius
+	ic	ic	ic
+	willan	wille	willan
+	min	minne	min
+	lareow	lareow	lareow
+	and	and	and
+	gif	gif	gif
+	þu	þu	þu
+	ic	me	me|ic
+	he	him	him|hi|he
+	ne	ne	nesan|neh|ne
+	sillan	silst	sillan
+	þu	þu	þu
+	forlætan	forlætst	forlætan|forlædan
+	þin	ðine	þin
+	dohtor	dohtor	dohtor
+	se	Se	se
-	cyning	cyng	cyng
+	þa	ða	þe|þa|ða|se
+	Soðlice	soðlice	soþlice|soðlice
+	ne	ne	nesan|neh|ne
+	magan	mihte	miht|meaht|magan
+	aræfnian	aræfnian	aræfnian
+	his	his	hit|his|he
+	dohtor	dohtor	dohtor
+	tear	tearas	tear
+	ac	ac	acan|ac
+	aræran	arærde	aræran
+	heo	hi	hi|heo
+	up	up	up
+	and	and	and
+	heo	hire	hire|heo
+	to	to	toh|to
-	cweþan	cwæð	cweðan
-	leof	Leofe	None
+	dohtor	dohtor	dohtor
+	ne	ne	nesan|neh|ne
+	ondrædan	ondræt	ondrædan
+	þu	þu	þu
+	þu	ðe	þu|þe|ðe
+	ænig	æniges	ænig
+	þing	þinges	þing
+	þu	Þu	þu
+	habban	hafast	hafian|habban
+	geceosan	gecoren	сeosan|geсeosan|gecoren|geceosan|ceosan
+	se	þone	se
+	wer	wer	wer
+	þe	þe	þu|þe|se
+	ic	me	me|ic
+	wel	wel	wel
+	lican	licað	lican
-	gan	Eode	None
+	þa	ða	þe|þa|ða|se
+	ut	ut	ut
+	and	and	and
+	beseon	beseah	beseon
+	to	to	toh|to
+	Apollonius	Apollonio	apollonius
+	and	and	and
-	cweþan	cwæð	cweðan
-	lareow	Lareow	None
+	Apollonius	Apolloni	apollonius
+	ic	ic	ic
+	smeagan	smeade	smeagean|smeagan
+	min	minre	minre|min
+	dohtor	dohtor	dohtor
+	mod	modes	mod
+	willa	willan	willan|willa
+	þa	Ða	þa|se
+	arecan	arehte	arecan
+	heo	heo	heo
+	me	me	me|ic
+	mid	mid	mid
+	wop	wope	wop
+	betweoh	betweox	betweoh
+	oðer	oðre	oðer
-	spræc	spræce	sprecan
+	þes	þas	þes
-	þing	þingc	None
+	þus	þus	þus
-	cweþan	cweðende	cweðan
+	þu	þu	þu
+	geswerian	geswore	geswerian
+	Apollonius	Apollonio	apollonius
+	gif	gif	gif
+	he	he	he
+	willan	wolde	willan
+	gehyrsumian	gehirsumian	gehyrsumian
+	min	minum	minum|min
+	willa	willan	willan|willa
+	on	on	on|an
+	lar	lare	lar
+	þæt	þæt	þæt|se
+	þu	þu	þu
+	willan	woldest	willan
+	he	him	him|hi|he
+	geinnian	geinnian	geinnian
+	swa	swa	swa
+	hwæt#2	hwæt	hwæt#2
+	swa	swa	swa
+	se	seo	seon|seo|se
+	sæ	sæ	sæ
+	he	him	him|hi|he
+	ætbredan	ætbræd	ætbredan
+	nu	Nu	nu
+	for	for	for|faran
+	se	ðam	ðam|se
+	þe	þe	þu|þe|se
+	he	he	he
+	gehyrsum	gehyrsum	gehyrsum
+	wesan	wæs	wesan|seon|beon
+	þin	þinre	þinne|þin
+	hæs	hæse	hæs
+	and	and	and
+	minum	minum	minum|min
+	willa	willan	willan|willa
+	ic	ic	ic
+	faran	for	for|faran
+	æfter	æfter	æfter
+	he	him	him|hi|he
+	her	Her	her
+	Beorhtric	Beorhtric	beorhtric
+	cyning	cyning	cyning
+	forþferan	forþferde	forþferan
+	&	&	None
+	Worr	Worr	worr
+	ealdorman	aldormon	ealdorman
+	&	&	None
+	Ecgbryht	Ecgbryht	ecgbryht
+	fon	feng	fon
+	to	to	toh|to
+	West-Seaxe	Wesseaxna	west-seaxe
-	rice	rice	romana
+	&	&	None
+	se	þy	þywan|þy|þe|se
+	ilca	ilcan	ilca
+	dæg	dæge	dæge|dæg
+	ridan	rad	ridan|rad
+	Æþelmund	Æþelmund	æþelmund
+	ealdorman	aldorman	ealdorman
+	of	of	of
+	Hwiccas	Hwiccium	hwiccas
+	ofer	ofer	ofer
+	æt	æt	æt|etan
+	Cynemæresford	Cynemæres.forda	cynemæresford
+	þa	þa	þu|þa|se
+	metan	mette	metan
+	he	hine	he
+	Weoxtan	Weoxtan	weoxtan
+	ealdorman	aldorman	ealdorman
+	mid	mid	mid
+	Wilsætan	Wilsætum	wilsætan
+	þær	þær	þær
+	weorþan	wearþ	weorþan
+	micel	micel	micel
+	gefeoht	gefeoht	gefeohtan|gefeoht
+	&	&	None
+	þær	þær	þær
+	begen	begen	begen
+	ofslagan	ofslægene	ofslean|ofslagan
+	se	þa	þu|þa|se
+	ealdorman	aldormen	ealdorman
+	&	&	None
+	Wilsætan	Wilsætan	wilsætan
+	niman	namon	niman
+	sige	sige	sige|sigan|seon
+	her	Her	her
+	wesan	wæs	wesan|seon|beon
+	gehadian	gehadod	hadian|gehadian
+	Beornmod	Beornmod	beornmod
+	bisceop	biscep	bisceop
+	to	to	toh|to
+	Hrofesceaster	Hrofesceastre	hrofesceaster
+	her	Her	her
+	Æþelheard	Æþelheard	æþelheard
+	arcebisceop	ærcebiscep	arcebisceop
+	forþferan	forþferde	forþferan
+	&	&	None
+	Wulfred	Wulfred	wulfred
+	wesan	wæs	wesan|seon|beon
+	to	to	toh|to
+	arcebisceop	ærcebiscep	arcebisceop
+	gehadian	gehadod	hadian|gehadian
+	&	&	None
+	Forþred	Forþred	forþred
+	abbad	abbud	abbad
+	forþferan	forþferde	forþferan
+	her	Her	her
+	Wulfred	Wulfred	wulfred
+	arcebisceop	ærcebiscep	arcebisceop
+	pallium	pallium	pallium
+	onfon	onfeng	onfon
+	her	Her	her
+	Cuþred	Cuþred	cuþred
+	cyning	cyning	cyning
+	forþferan	forþferde	forþferan
+	on	on	on|an
+	Cantware	Cantwarum	cantware
+	&	&	None
+	Ceolburg	Ceolburg	ceolburg
+	abbadisse	abbudesse	abbadisse
+	&	&	None
+	Heabryht	Heabryht	heabryht
+	ealdorman	aldorman	ealdorman
+	her	Her	her
+	Carl	Carl	carl
+	cyning	cyning	cyning
+	forþferan	forþferde	forþferan
+	&	&	None
+	he	he	he
+	ricsian	ricsode	ricsian
+	feowertigfif	xlv	feowertigfif
+	wintra	wintra	wintra|winter
+	&	&	None
+	Wulfred	Wulfred	wulfred
+	arcebisceop	arcebiscep	arcebisceop
+	&	&	None
+	Wigbryht	Wigbryht	wigbryht
+	West-Seaxe	Wesseaxna	west-seaxe
+	bisceop	biscep	bisceop
+	faran	foron	faran
+	begen	begen	begen
+	to	to	toh|to
+	Rom	Rome	rom
+	her	Her	her
+	Wulfred	Wulfred	wulfred
+	arcebisceop	ærcebiscep	arcebisceop
+	mid	mid	mid
+	bletsung	bledsunge	bletsung
+	se	þæs	se
+	papa	papan	papa
+	Leo	Leon	leo
+	hwerfan	hwearf	hwerfan|hweorfan
+	eft	eft	eft
+	to	to	toh|to
+	his	his	hit|his|he
+	agen	agnum	agen
+	bisceopdom	biscepdome	bisceopdom
+	&	&	None
+	se	þy	þywan|þy|þe|se
+	gear	geare	geare|gear
+	gehergian	gehergade	gehergian
+	Ecgbryht	Ecgbryht	ecgbryht
+	cyning	cyning	cyning
+	on	on	on|an
+	West-Wealas	West.Walas	west-wealas
+	fram	from	from|fram
+	easteweard	easteweardum	easteweard
+	oþ	oþ	oþ
+	westeweard	westewearde	westeweard
+	her	Her	her
+	Leo	Leo	leo
+	se	se	se
+	æðele	æþela	æþelu|æþelian|æþele|æþel|æðele
+	papa	papa	papa
+	&	&	None
+	se	se	se
+	halig	halga	halig|halgian|halga|haleg
+	forþferan	forþferde	forþferan
+	&	&	None
+	æfter	æfter	æfter
+	he	him	him|hi|he
+	Stephanus	Stephanus	stephanus
+	fon	feng	fon
+	to	to	toh|to
-	rice	rice	romana
+	her	Her	her
+	Stephanus	Stephanus	stephanus
+	papa	papa	papa
+	forþferan	forþferde	forþferan
+	&	&	None
+	æfter	æfter	æfter
+	he	him	him|hi|he
-	wesan	was	None
+	Paschalis	Paschalis	paschalis
+	to	to	toh|to
+	papa	papan	papa
+	gehadian	gehadod	hadian|gehadian
+	&	&	None
+	se	þy	þywan|þy|þe|se
+	ilca	ilcan	ilca
+	gear	geare	geare|gear
+	forbeornan	forborn	forbirnan|forbiernan|forbeornan
+	Angelcynn	Ongolcynnes	angelcynn
+	scolu	scolu	scolu
+	her	Her	her
+	Cenwulf	Cenwulf	cenwulf
+	Mirce	Miercna	mirce
+	cyning	cyning	cyning
+	forþferan	forþferde	forþferan
+	&	&	None
+	Ceolwulf	Ceolwulf	ceolwulf
+	fon	feng	fon
+	to	to	toh|to
-	rice	rice	romana
+	&	&	None
+	Eadbryht	Eadbryht	eadbryht
+	ealdorman	aldormon	ealdorman
+	forþferan	forþferde	forþferan
+	her	Her	her
+	weorþan	wearþ	weorþan
+	Ceolwulf	Ceolwulf	ceolwulf
+	his	his	hit|his|he
-	rice	rices	None
+	bescerian	besciered	bescerian
+	her	Her	her
+	twegen	tuegen	twegen
+	ealdorman	aldormen	ealdorman
+	weorþan	wurdon	wurdon|weorþan
+	ofslean	ofslægene	ofslean|ofslagan
+	Burghelm	Burghelm	burghelm
+	&	&	None
+	Muca	Muca	muca
+	&	&	None
+	seonoþ	senoþ	seonoþ
+	wesan	wæs	wesan|seon|beon
+	æt	æt	æt|etan
+	Clofeshoh	Clofeshoo	clofeshoh
+	her	Her	her
+	wesan	wæs	wesan|seon|beon
+	Walas	Wala	walas
+	gefeoht	gefeoht	gefeohtan|gefeoht
+	&	&	None
+	Defenas	Defna	defenas
+	æt	æt	æt|etan
+	Gafolford	Gafulforda	gafolford
+	&	&	None
+	se	þy	þywan|þy|þe|se
+	ilca	ilcan	ilca
+	gear	geare	geare|gear
+	gefeohtan	gefeaht	gefeohtan|feссan
+	Ecgbryht	Ecbryht	ecgbryht
+	cyning	cyning	cyning
+	&	&	None
+	Beornwulf	Beornwulf	beornwulf
+	cyning	cyning	cyning
+	on	on	on|an
+	Ellendun	Ellen.dune	ellendun
+	&	&	None
+	Ecgbryht	Ecgbryht	ecgbryht
+	sige	sige	sige|sigan|seon
+	niman	nam	niman
+	&	&	None
+	þær	þær	þær
+	wesan	wæs	wesan|seon|beon
+	micel	micel	micel
+	wæl	wæl	wæl|wel
+	geslean	geslægen	slean|geslean
+	þa	Þa	þa|se
+	sendan	sende	sendan
+	he	he	he
+	Æþelwulf	Æþlwulf	æþelwulf
+	his	his	hit|his|he
+	sunu	sunu	sunu
+	of	of	of
+	se	þære	þære|se
-	fyrd	fierde	fierd
+	&	&	None
+	Ealhstan	Ealhstan	ealhstan
+	his	his	hit|his|he
+	bisceop	biscep	bisceop
+	&	&	None
+	Wulfheard	Wulfheard	wulfheard
+	his	his	hit|his|he
+	ealdorman	aldormon	ealdorman
+	to	to	toh|to
+	Cent	Cent	cent
+	micel	micle	micel
+	weorod	werede	werian|weorod
+	&	&	None
+	hi	hie	hi|heo
+	Baldred	Baldred	baldred
+	se	þone	se
+	cyning	cyning	cyning
+	norþ	norþ	norþ
+	ofer	ofer	ofer
+	Temes	Temese	temesemuþa|temese|temes
+	adrifan	adrifon	adrifan
+	&	&	None
+	Cantware	Cantware	cantware
+	he	him	him|hi|he
+	to	to	toh|to
+	cyrran	cirdon	cyrran
+	&	&	None
+	Suþrige	Suþrige	suþrige
+	&	&	None
+	Suþ-Seaxe	Suþ.Seaxe	suþ-seaxe
+	&	&	None
+	East-Seaxe	East.Seaxe	east-seaxe
+	þe	þy	þywan|þy|þe|se
+	hi	hie	hi|heo
+	fram	from	from|fram
+	his	his	hit|his|he
+	mæg	mægum	mæg
+	ær	ær	ær
+	mid	mid	mid
+	unriht	unryhte	unriht
+	anydan	anidde	anydan
-	wesan	wærun	None
+	&	&	None
+	se	þy	þywan|þy|þe|se
+	ilca	ilcan	ilca
+	gear	geare	geare|gear
+	East-Engle	East.Engla	east-engle
+	cyning	cyning	cyning
+	&	&	None
+	se	seo	seon|seo|se
+	þeod	þeod	þeodan|þeod
+	gesecan	gesohte	geseсan|gesecan
+	Ecgbryht	Ecgbryht	ecgbryht
+	cyning	cyning	cyning
+	hi	him	him|hi|he
+	to	to	toh|to
+	friþ	friþe	friþ
+	&	&	None
+	to	to	toh|to
+	mundbora	mundboran	mundbora
+	for	for	for|faran
+	Mirce	Miercna	mirce
+	ege	ege	ege
+	&	&	None
+	se	þy	þywan|þy|þe|se
+	gear	geare	geare|gear
+	slean	slogon	slean
+	East-Engle	East.Engle	east-engle
+	Beornwulf	Beornwulf	beornwulf
+	Mirce	Miercna	mirce
+	cyning	cyning	cyning
+	her	Her	her
+	Ludecan	Ludecan	ludecan
+	Mirce	Miercna	mirce
+	cyning	cyning	cyning
+	&	&	None
+	his	his	hit|his|he
+	fif	v	fif
+	ealdorman	aldormen	ealdorman
+	man	mon	mann|man
+	ofslean	ofslog	ofslean
+	mid	mid	mid
+	he	him	him|hi|he
+	&	&	None
+	Wiglaf	Wiiglaf	wiglaf
+	fon	feng	fon
+	to	to	toh|to
-	rice	rice	romana
+	her	Her	her
+	mona	mona	mona
+	aþystrian	aþistrode	aþystrian
+	on	on	on|an
+	midd	middes	midd
+	winter	wintres	winter
+	mæsseniht	mæsseniht	mæsseniht
+	&	&	None
+	se	þy	þywan|þy|þe|se
+	ilca	ilcan	ilca
+	gear	geare	geare|gear
+	gegan	geeode	gegan
+	Ecgbryht	Ecgbryht	ecgbryht
+	cyning	cyning	cyning
+	Mirce	Miercna	mirce
-	rice	rice	romana
+	&	&	None
+	eal	al	eal|alan|al
+	se	þæt	þæt|se
+	be	be	be
+	suþan	suþan	suþan|suþ
+	Humbre	Humbre	humbre
+	wesan	wæs	wesan|seon|beon
+	&	&	None
+	he	he	he
+	wesan	wæs	wesan|seon|beon
+	se	se	se
+	eahtoða	eahteþa	eahtoða
+	cyning	cyning	cyning
+	se	se	se
+	þe	þe	þu|þe|se
-	Bretwalda	Bretwalda	None
+	wesan	wæs	wesan|seon|beon
+	ær	Ærest	ær
+	Ælle	Ælle	ælle
+	Suþ-Seaxe	Suþ.Seaxna	suþ-seaxe
+	cyning	cyning	cyning
+	se	se	se
+	þus	þus	þus
+	micel	micel	micel
-	rice	rice	romana
+	habban	hæfde	habban
+	se	se	se
+	æftera	æftera	æftera
+	wesan	wæs	wesan|seon|beon
+	Ceawlin	Ceawlin	ceawlin
+	West-Seaxe	Wesseaxna	west-seaxe
+	cyning	cyning	cyning
+	se	se	se
+	þridda	þridda	þridda
+	wesan	wæs	wesan|seon|beon
+	Æþelbryht	Æþelbryht	æþelbryht
+	Cantware	Cantwara	cantware
+	cyning	cyning	cyning
+	se	se	se
+	feorþa	feorþa	feorþa
+	wesan	wæs	wesan|seon|beon
+	Rædwald	Rædwald	rædwald
+	East-Engle	East.Engla	east-engle
+	cyning	cyning	cyning
+	fifta	fifta	fifta
-	wesan	was	None
+	Eadwine	Eadwine	eadwine
+	Norþan-hymbre	Norþanhymbra	norþan-hymbre
+	cyning	cyning	cyning
+	sixta	siexta	sixta
+	wesan	wæs	wesan|seon|beon
+	Oswald	Oswald	oswald
+	se	se	se
+	æfter	æfter	æfter
+	he	him	him|hi|he
+	ricsian	ricsode	ricsian
+	seofoþa	seofoþa	seofoþa
+	wesan	wæs	wesan|seon|beon
+	Oswio	Oswio	oswio
+	Oswald	Oswaldes	oswald
+	broðor	broþur	broðor
+	eahtoþa	eahtoþa	eahtoþa
+	wesan	wæs	wesan|seon|beon
+	Ecgbryht	Ecgbryht	ecgbryht
+	West-Seaxe	Wesseaxna	west-seaxe
+	cyning	cyning	cyning
+	&	&	None
+	se	se	se
